Title,Genre,Tags,Languages,Series or Movie,Hidden Gem Score,Country Availability,Runtime,Director,Writer,Actors,View Rating,IMDb Score,Rotten Tomatoes Score,Metacritic Score,Awards Received,Awards Nominated For,Boxoffice,Release Date,Netflix Release Date,Production House,Netflix Link,IMDb Link,Summary,IMDb Votes,Image,Poster,TMDb Trailer,Trailer Site
Turbo,"Animation, Adventure, Comedy, Family, Sci-Fi, Sport","Family Features,Family Feature Animation,Family Comedies,Children & Family Films,Films for ages 8 to 10,Comedies,Films for ages 11 to 12,Films for ages 5 to 7,US Movies",English,Movie,3.1,"Romania,South Korea,Sweden,United States,Iceland,Poland,Italy,Spain,Greece,Czech Republic,Belgium,Portugal,Hungary,Slovakia,Netherlands,Switzerland,Australia,Turkey,Hong Kong,France,Mexico,Argentina,Brazil,Thailand,Singapore,Lithuania,Israel,United Kingdom,Malaysia,Russia,Colombia",1-2 hour,David Soren,"David Soren, Darren Lemke, Robert Siegel","Samuel L. Jackson, Paul Giamatti, Ryan Reynolds, Michael Peña",PG,6.4,67.0,58.0,1.0,13.0,83028128.0,2013-07-17,2015-04-14,DreamWorks Animation,https://www.netflix.com/watch/70267728,https://www.imdb.com/title/tt1860353,A speed-obsessed snail who dreams of being the worlds greatest race car driver gets his chance when an accident imbues him with high-octane speed.,85169.0,https://occ-0-2851-38.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABRN6o5XipZv-rULU6Rhz4fFZHyPmEOgF1MS23t_SOLAmylCU3lLzVeAbogxV1N2Bf0vAXAQpXvgpJFyoEBY2CZIpOQ.jpg?r=2b5,https://images-na.ssl-images-amazon.com/images/M/MV5BMTA4NTgwMjM5MzheQTJeQWpwZ15BbWU3MDg2ODA1ODk@._V1_SX300.jpg,https://www.youtube.com/watch?v=c9Q3c98IMZg,YouTube
I Capture the Castle,"Drama, Romance","Dramas,Romantic Dramas,20th Century Period Pieces,Dramas based on a book,Dramas based on classic literature,Romantic Films",English,Movie,5.0,Netherlands,1-2 hour,Tim Fywell,"Heidi Thomas, Dodie Smith","Bill Nighy, Romola Garai, Helena Little, Sophie Stuckey",R,6.9,79.0,63.0,2.0,4.0,1179035.0,2003-08-08,2015-04-14,"BBC, Trademark Films, Isle of Man Film",https://www.netflix.com/watch/60027691,https://www.imdb.com/title/tt0300015,"To save the crumbling castle in which he resides, a writer tries to marry off his daughters to two wealthy Americans whove arrived to take ownership.",7057.0,https://occ-0-768-769.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABXWG265z8I7ehOSrcRCAdn2H343aESVNC_Ukg2X83_yPqmoMGaP1iFhmJ1K5uMOT6kdUvqxGg7RkinwB48NxlI1eHg.jpg?r=e30,https://images-na.ssl-images-amazon.com/images/M/MV5BMTU3ODc1NjkzNF5BMl5BanBnXkFtZTcwMzkyOTQyMQ@@._V1_SX300.jpg,https://www.youtube.com/watch?v=I3zqvagbRo8,YouTube
The Cable Guy,"Comedy, Drama, Thriller","Cult Comedies,Dark Comedies,Comedies,Spoofs & Satires,US Movies","English, French",Movie,2.8,"Japan,Portugal,Mexico,Switzerland,Canada,Belgium,United Kingdom,Brazil,Netherlands,Spain,Germany,Iceland,Italy,Australia,Argentina,Colombia",1-2 hour,Ben Stiller,Lou Holtz Jr.,"Jim Carrey, Leslie Mann, Jack Black, Matthew Broderick",PG-13,6.1,53.0,56.0,3.0,2.0,60240295.0,1996-06-14,2015-04-14,Columbia Pictures Corporation,https://www.netflix.com/watch/342807,https://www.imdb.com/title/tt0115798,"When Steven moves into a new place, an overzealous cable guy hooks him up -- and doesnt let go, even after Steven tries to end their friendship.",153772.0,https://occ-0-1007-1360.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABdC7vOEEdgX6DzVfBtuwu1KikcUDVAYiHprLcugaJqlqkG5O0uU-qYQxlEG3wJMthdh8J1HmqT_BmTpjbvVK2qBA6g.jpg?r=97c,https://images-na.ssl-images-amazon.com/images/M/MV5BMzE3ZTc5ZjctN2RhZS00NTljLWFkNzgtYWQ1ZjA2NTJmOWE4XkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_SX300.jpg,https://www.youtube.com/watch?v=Xj259Pi_vrA,YouTube
Daddy Day Care,"Comedy, Family","Family Features,Family Comedies,Children & Family Films,Films for ages 8 to 10,Comedies","English, Klingon, German",Movie,2.0,"Switzerland,Australia,France,Canada",1-2 hour,Steve Carr,Geoff Rodkey,"Steve Zahn, Eddie Murphy, Jeff Garlin, Regina King",PG,5.6,27.0,39.0,1.0,6.0,104297061.0,2003-05-09,2015-04-14,Revolution Studios,https://www.netflix.com/watch/60027689,https://www.imdb.com/title/tt0317303,"When a conscientious father loses his lucrative dot-com job and faces economic ruin, he joins two friends in opening a business called Daddy Day Care.",64082.0,https://occ-0-2717-360.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABaAnoKMcaxJb_PAgw_GDX7iP8bhKVIMEW0rv1ReNX84ijvmBq7RRPNFYIE_aHTtd2FWOuNL4qF4VN2WaBmUbAX3aOQ.jpg?r=5d6,https://images-na.ssl-images-amazon.com/images/M/MV5BNTZiYjEzY2UtMzA2OC00NjM1LWFlMjItMzg4MTAwOTU2YzYxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,https://www.youtube.com/watch?v=hx0_F3I10ws,YouTube
Conspiracy Theory,"Action, Mystery, Thriller","Action Thrillers,Action & Adventure,Mysteries,Spy Action & Adventure,Blockbuster Action & Adventure,US Movies",English,Movie,2.9,"Hong Kong,Thailand,Singapore,Malaysia",> 2 hrs,Richard Donner,Brian Helgeland,"Mel Gibson, Patrick Stewart, Cylk Cozart, Julia Roberts",R,6.7,57.0,49.0,4.0,1.0,75982834.0,1997-08-08,2015-04-14,"Donner/Schuler-Donner, Silver Pictures, Warner Brothers",https://www.netflix.com/watch/1172103,https://www.imdb.com/title/tt0118883,A New York City cab driver who moonlights as a conspiracy theorist puts his life in danger when crooked government officials set out to silence him.,93955.0,http://occ-0-760-401.1.nflxso.net/art/5916a/a096c38a8fc5ada3a60f24d3018759a6d6a5916a.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BMjQ1MTYxMzA4OF5BMl5BanBnXkFtZTgwNjg2NTM1MTI@._V1_SX300.jpg,https://www.youtube.com/watch?v=xM8lwvcKL4s,YouTube
Casa de mi Padre,"Comedy, Western","Westerns,Spoofs & Satires,Comedies","Spanish, English",Movie,2.5,Brazil,1-2 hour,Matt Piedmont,"Andrew Steele, Eva Maria Peters","Diego Luna, Will Ferrell, Pedro Armendáriz Jr., Genesis Rodriguez",R,5.5,42.0,52.0,3.0,9.0,5909483.0,2012-05-11,2015-04-14,Nala Films,https://www.netflix.com/watch/70213466,https://www.imdb.com/title/tt1702425,Will Ferrell stars as a Spanish-speaking cowboy in this comedy about a Mexican clan trying to rescue their ranch from greedy creditors.,20278.0,http://occ-0-114-116.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABRrTEjXHbQpA_f6DnUDYguUZSzKSAK4S4_TmV-4-lY7BV4iLbx27CHV12qFBGY_LsSDH2Qv7pgbpWLy2CCnwW1s4XA.jpg?r=f4e,https://images-na.ssl-images-amazon.com/images/M/MV5BODE1MDYzNjA0NF5BMl5BanBnXkFtZTcwNjY2MTgyNw@@._V1_SX300.jpg,https://www.youtube.com/watch?v=01IYDy2Gdk4,YouTube
The Texas Chainsaw Massacre,"Crime, Horror","Horror Films,Slasher and Serial Killer Films,Teen Screams,Gory Horror Movies",English,Movie,2.3,"Switzerland,Germany,Italy",1-2 hour,Marcus Nispel,"Scott Kosar, Kim Henkel, Tobe Hooper","Jonathan Tucker, Erica Leerhsen, Mike Vogel, Jessica Biel",R,6.2,37.0,38.0,4.0,17.0,80571655.0,2003-10-17,2015-04-14,"Next Entertainment Inc., New Line Cinema, Platinum Dunes, Radar Pictures",https://www.netflix.com/watch/60035292,https://www.imdb.com/title/tt0324216,"The sole survivor of a 1973 killing spree breaks her silence to tell the story of what really happened on that grisly, unforgettable day.",130433.0,https://occ-0-2794-2218.1.nflxso.net/dnm/api/v6/XsrytRUxks8BtTRf9HNlZkW2tvY/AAAABa7q0QiLLFlXVwP98a-2Ig2a9wPMLskY83TNa4GfK8rT5nOS6x56tOWDbY3Uq5bTTzTcad5DTPgEpJGGReW0_KyyetckA1Y.jpg?r=71f,https://images-na.ssl-images-amazon.com/images/M/MV5BZDg2NDJkOGYtMjM3My00Mzc2LWJiYjktODFlMzBjNmQwMTEyXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,https://www.youtube.com/watch?v=dg3LWY70rvw,YouTube
Wedding Crashers,"Comedy, Romance","Romantic Comedies,Comedies,Romantic Films,Late Night Comedies,Romantic Favourites",English,Movie,3.5,"Russia,South Korea,Australia,India,Japan",1-2 hour,David Dobkin,"Bob Fisher, Steve Faber","Owen Wilson, Vince Vaughn, Christopher Walken, Rachel McAdams",R,6.9,76.0,64.0,11.0,11.0,209255921.0,2005-07-15,2015-04-14,"New Line Cinema, Tapestry Films",https://www.netflix.com/watch/70021650,https://www.imdb.com/title/tt0396269,Two buddies know how to use a womans hopes and dreams for their own carnal gain. And their modus operandi? Crashing weddings.,333129.0,https://occ-0-2851-38.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABRMQKUxh6q-zu4z7rLDqsdkpWGxkK8cet8TeeHgmcve4t7d_Cy6IpmYQCD-WCDzJMvvwDBmlCikL6PL_H7Tca8052w.jpg?r=a2c,https://images-na.ssl-images-amazon.com/images/M/MV5BZmJkNzViYjYtZWZlNy00OGE4LWI2MzUtYTcwNjY3Y2MyODIwXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg,https://www.youtube.com/watch?v=tT9kbzKDE4U,YouTube
Cube,"Drama, Mystery, Sci-Fi, Thriller","Horror Films,Thrillers,Sci-Fi & Fantasy,Sci-Fi Thrillers,Cult Sci-Fi & Fantasy,Cult Horror Films,Sci-Fi Horror Films,Psychological Thrillers,Independent Movies,Canadian Movies,Cyberpunk,Psychological Horror Movies,Mind Game Thrillers,Ominous Thrillers,Sci-Fi","English, German, French",Movie,3.3,"Japan,South Korea,Hungary,Switzerland,France,Czech Republic,Spain,Germany,Portugal,Italy,Poland,Greece,Slovakia,Turkey,Romania",1-2 hour,Vincenzo Natali,"André Bijelic, Vincenzo Natali, Graeme Manson","Nicole de Boer, David Hewlett, Nicky Guadagni, Andrew Miller",R,7.2,63.0,61.0,13.0,9.0,501818.0,1998-07-11,2015-04-14,Odeon Films,https://www.netflix.com/watch/60027486,https://www.imdb.com/title/tt0123755,"Clueless as to how they got there or why they were chosen, six people are caught in a maze of interlocking cubes with no apparent way out.",213221.0,https://occ-0-2717-360.1.nflxso.net/dnm/api/v6/XsrytRUxks8BtTRf9HNlZkW2tvY/AAAABZximiYHu4ci1vLnkCEdF_UiA2alXcnoPwDrZX3Tb0sswHDaY2zxtGubJAlx6m5MJnX0qrLRVSw04qSJQ3uvsVmJhw.jpg?r=cca,http://ia.media-imdb.com/images/M/MV5BMTAyMjI4NTEzNTNeQTJeQWpwZ15BbWU3MDY3NjIxMjE@._V1_SX300.jpg,https://www.youtube.com/watch?v=HYoTGYT0-I4,YouTube
Constantine,"Action, Fantasy, Horror, Mystery","Action Thrillers,Action & Adventure,Fantasy,Satanic Stories,Action Sci-Fi & Fantasy,Sci-Fi & Fantasy,Films Based on Books,US Movies,Action","English, Filipino, Tagalog",Movie,2.8,"France,Belgium,South Korea,Switzerland,Canada,Spain,Portugal,Italy,Australia,Germany,Japan",> 2 hrs,Francis Lawrence,"Garth Ennis, Frank A. Cappello, Jamie Delano, Kevin Brodbin","Keanu Reeves, Shia LaBeouf, Djimon Hounsou, Rachel Weisz",R,7.0,46.0,50.0,2.0,10.0,75976178.0,2005-02-18,2015-04-14,"Warner Brothers, Di Bonaventura Pictures, Donners&#39; Company",https://www.netflix.com/watch/70019508,https://www.imdb.com/title/tt0360486,A private detective with a taste for the supernatural investigates an apparent suicide in this thriller based on the comic book Hellblazer.,308066.0,https://occ-0-2773-2774.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABcJaTbTyl774ZEawEdL93F1awGS97KxefaUJJAkquMm7mZEbVLm0ao_mycPyjaT2uD9rhNkHSsUX35Qf3oAWYOqY6A.jpg?r=7b0,https://images-na.ssl-images-amazon.com/images/M/MV5BMTE5NDk5NTUyN15BMl5BanBnXkFtZTYwNzUyMDA3._V1_SX300.jpg,https://www.youtube.com/watch?v=DEa508Xmmio,YouTube
Click,"Comedy, Drama, Fantasy, Romance","Comedies,Fantasy,Sci-Fi & Fantasy,US Movies","English, Portuguese, Japanese",Movie,2.4,"United Kingdom,Switzerland,Hungary,Lithuania,Romania,Russia,India,Hong Kong,Thailand,Czech Republic,Israel,Italy,Australia,Poland,Singapore,Greece,Malaysia,Slovakia,Turkey,Germany",1-2 hour,Frank Coraci,"Mark O'Keefe, Steve Koren","Kate Beckinsale, Adam Sandler, Christopher Walken, David Hasselhoff",PG-13,6.4,34.0,45.0,3.0,12.0,137355633.0,2006-06-23,2015-04-14,"Columbia Pictures Film Production Asia, Revolution Studios",https://www.netflix.com/watch/70041162,https://www.imdb.com/title/tt0389860,Overworked Michael Newman stumbles on a universal remote control that gives him the power to pause or fast-forward through scenes in his life.,306941.0,https://occ-0-2851-38.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABUm9RZeyfBXyMHLTKkp0uyFTjVjwn0BL_vX4Z5B0yc35yAEhEfhGQWTDurE6PKJBCi0q3Lsl4P5qdQ0SC95DTP2n1A.jpg?r=4c7,https://images-na.ssl-images-amazon.com/images/M/MV5BMTA1MTUxNDY4NzReQTJeQWpwZ15BbWU2MDE3ODAxNw@@._V1_SX300.jpg,https://www.youtube.com/watch?v=APUqyhgtCfk,YouTube
Good Luck Chuck,"Comedy, Romance","Romantic Comedies,Comedies,Romantic Films,Romantic Favourites,Late Night Comedies,Films Based on Books,Steamy Romance",English,Movie,1.3,"Switzerland,Italy",1-2 hour,Mark Helfrich,"Josh Stolberg, Steve Glenn","Connor Price, Mackenzie Mowat, Sasha Pieterse, Troy Gentile",R,5.6,5.0,19.0,1.0,3.0,35017297.0,2007-09-21,2015-04-14,Lionsgate Films,https://www.netflix.com/watch/70065112,https://www.imdb.com/title/tt0452625,"Every time Chuck breaks up with a girlfriend, she ends up engaged to her next boyfriend. Soon, women are dating Chuck in hopes of meeting Mr. Right.",85869.0,https://occ-0-2851-38.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABSNtNDmNgKhBnXI8HZQNDCfocPhF3fcBICzGjcMR0NG5capP93wx0apnxnqzxLL6Ny_uwDUR8vOLAh-WSwA74f18Bg.jpg?r=51c,https://images-na.ssl-images-amazon.com/images/M/MV5BMTIwMTI1MTQzM15BMl5BanBnXkFtZTcwOTgwNjM1MQ@@._V1_SX300.jpg,https://www.youtube.com/watch?v=8VoPV8_s9Ec,YouTube
Courageous,"Drama, Fantasy","Dramas,Faith & Spirituality,Faith & Spirituality Films,Police Dramas,Police Movies,Crime Dramas,Crime Films,US Movies",English,Movie,2.5,"Hong Kong,Thailand,Canada,Brazil,Singapore,Argentina,Malaysia,Turkey,Mexico,Colombia",> 2 hrs,Alex Kendrick,"Alex Kendrick, Stephen Kendrick","Alex Kendrick, Renee Jewell, Kevin Downes, Ken Bevel",PG-13,7.0,36.0,42.0,2.0,3.0,34522221.0,2011-09-30,2015-04-14,Sherwood Pictures,https://www.netflix.com/watch/70202144,https://www.imdb.com/title/tt1630036,"Despite showing bravery on the job, a group of law enforcement officers find themselves undone when tragedy strikes at home in this social drama.",19295.0,https://occ-0-138-38.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABcXoIVq_ySm9kktMpTg166XiAfCYHK4T50AQrLHZJH3C2NUM5u1rb-SQtzO7fxH7rKwzjY9YSNIFk7oEdrZNwfFw9A.jpg?r=c92,https://images-na.ssl-images-amazon.com/images/M/MV5BMjEyODMxNjM4OF5BMl5BanBnXkFtZTcwMTg5OTg3NQ@@._V1_SX300.jpg,https://www.youtube.com/watch?v=i9VT_NBIVfs,YouTube
White Chicks,"Comedy, Crime","Slapstick Comedies,Comedies,Police Movies,Late Night Comedies",English,Movie,1.9,"South Korea,Romania,United Kingdom,Mexico,Canada,Brazil,Netherlands,Argentina,Hong Kong,Thailand,Singapore,Malaysia,Poland,Greece,Czech Republic,Portugal,Hungary,Slovakia,Sweden,Lithuania,Colombia,Australia",1-2 hour,Keenen Ivory Wayans,"Michael Anthony Snowden, Shawn Wayans, Xavier Cook, Andrew McElfresh, Keenen Ivory Wayans, Marlon Wayans","Frankie Faison, Marlon Wayans, Shawn Wayans, Jaime King",PG-13,5.6,15.0,41.0,3.0,13.0,70831760.0,2004-06-23,2015-04-14,"Wayan Bros. Entertainment, Gone North Productions Inc., Revolution Studios",https://www.netflix.com/watch/60034587,https://www.imdb.com/title/tt0381707,Two black FBI agents consigned to baby-sitting a pair of empty-headed socialites pose as the white party girls to flush out their would-be kidnappers.,131407.0,https://occ-0-2851-38.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABTLvEXloQ0n0kvNSaGAtmAm2WhFYrJ1NCpmfrfdz8-4un_vu21RnsNbHEMTY2SFTqBxp_5EUd7Nxs5IBNQo1foJHPw.jpg?r=abf,https://images-na.ssl-images-amazon.com/images/M/MV5BMTY3OTg2OTM3OV5BMl5BanBnXkFtZTYwNzY5OTA3._V1_SX300.jpg,https://www.youtube.com/watch?v=aeVkbNka9HM,YouTube
The Hunger Games: Catching Fire,"Action, Adventure, Mystery, Sci-Fi, Thriller","Sci-Fi Dramas,Dramas,Sci-Fi & Fantasy,Action Sci-Fi & Fantasy,Action Thrillers,Sci-Fi Thrillers,Dramas based on a book,Teen Dramas,Action & Adventure,Dramas based on contemporary literature,Films Based on Books,Blockbuster Action & Adventure,Futuristic Sci-Fi,US Movies,Teen Films",English,Movie,4.0,"South Korea,Japan,Hungary,Belgium,Brazil,Czech Republic,Netherlands,Poland,Argentina,Slovakia,Sweden,Turkey,Mexico,Thailand,Italy,Malaysia,Colombia,Romania",> 2 hrs,Francis Lawrence,"Michael Arndt, Suzanne Collins, Simon Beaufoy","Taylor St. Clair, Jack Quaid, Jennifer Lawrence, Liam Hemsworth",PG-13,7.5,90.0,76.0,22.0,68.0,424668047.0,2013-11-22,2015-04-14,"Color Force, Lionsgate Films",https://www.netflix.com/watch/70278934,https://www.imdb.com/title/tt1951264,"After her triumph in the Hunger Games, Katniss Everdeen travels through the districts on a Victors Tour while a rebellion gathers steam around her.",614621.0,https://occ-0-1926-41.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABSNEAnu6Rh9Ed4TND4u9RCFjSSSE7NJWzABNRPmAlxjrSbb7Hu4ncuivOmfbVtGXYzL9HIJKaXFYzVxHydet6AMy0Q.jpg?r=461,https://images-na.ssl-images-amazon.com/images/M/MV5BMTAyMjQ3OTAxMzNeQTJeQWpwZ15BbWU4MDU0NzA1MzAx._V1_SX300.jpg,https://www.youtube.com/watch?v=jyPnQw_Lqds,YouTube
Colombiana,"Action, Drama, Thriller","International Movies,Action Thrillers,French Films,International Action & Adventure,Police Action & Adventure,Action & Adventure,Police Movies,Crime Action & Adventure,Action Movies,Crime Films","English, Spanish",Movie,2.3,"Argentina,Sweden,France,Hungary,Romania,Spain,South Africa,Singapore,Canada,Brazil,Netherlands,Mexico,Colombia",1-2 hour,Olivier Megaton,"Luc Besson, Robert Mark Kamen","Lennie James, Amandla Stenberg, Zoe Saldana, Jordi Mollà",PG-13,6.4,27.0,45.0,2.0,5.0,36665854.0,2011-08-26,2015-04-14,"Canal+, EuropaCorp, Grive Productions, TF1 Films Productions",https://www.netflix.com/watch/70178640,https://www.imdb.com/title/tt1657507,"After seeing Bogota gangsters murder her parents, Cataleya Restrepo turns herself into a ruthless assassin, dedicated to tracking down their killers.",94621.0,https://occ-0-2773-2774.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABTmg0kar6nwzpOKBez9-MsVrTcEP0vaRoRmRLsx4ujpMu-V1dSq8qI5FNSWS7mGL4fy-fkSlA8gSKhZi7LAdROZ_Vw.jpg?r=498,https://images-na.ssl-images-amazon.com/images/M/MV5BMTM0NDI2NjgxNl5BMl5BanBnXkFtZTcwMTYyNjA3NQ@@._V1_SX300.jpg,https://www.youtube.com/watch?v=8hGumf6E5TQ,YouTube
RoboCop,"Action, Crime, Sci-Fi, Thriller","Sci-Fi & Fantasy,Action Sci-Fi & Fantasy,Action Thrillers,Sci-Fi Thrillers,Police Action & Adventure,Action & Adventure,Police Movies,Crime Action & Adventure,Comic Book and Superhero Films,Sci-Fi,Action Movies","English, Persian, Ukrainian",Movie,2.7,"Canada,United Kingdom",1-2 hour,José Padilha,"Michael Miner, Joshua Zetumer, Edward Neumeier","Gary Oldman, Abbie Cornish, Joel Kinnaman, Michael Keaton",PG-13,6.1,48.0,52.0,4.0,1.0,58607007.0,2014-02-12,2015-04-14,Strike Entertainment,https://www.netflix.com/watch/70289948,https://www.imdb.com/title/tt1234721,"Critically injured in the line of duty, a cop is transformed into an experimental crime-fighting cyborg in this reboot of the 1980s sci-fi classic.",216343.0,https://occ-0-1091-300.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABdVrBD34zH9ztWPmoslHPeVsVxYO4KFHPUCMorYSFW6tu-kIRd3xHycrUqOt5oGkHFaSjBqIVdXP-rtGn-qmeGPS2w.jpg?r=2ee,https://images-na.ssl-images-amazon.com/images/M/MV5BMjAyOTUzMTcxN15BMl5BanBnXkFtZTgwMjkyOTc1MDE@._V1_SX300.jpg,https://www.youtube.com/watch?v=_w_BPRUdmsQ,YouTube
Carrie,"Drama, Horror","Horror Films,Supernatural Horror Films,Teen Screams,Psychological Horror Movies,Gory Horror Movies,Movies Based on Books,US Movies,Chilling Horror Films",English,Movie,2.7,"South Korea,Hong Kong,Belgium,South Africa,Switzerland,Japan,Thailand,France,Netherlands,Italy,Australia,Singapore,India,Malaysia,Russia",1-2 hour,Kimberly Peirce,"Stephen King, Roberto Aguirre-Sacasa, Lawrence D. Cohen","Chloë Grace Moretz, Gabriella Wilde, Julianne Moore, Portia Doubleday",R,5.9,50.0,53.0,6.0,7.0,35266619.0,2013-10-18,2015-04-14,Misher Films,https://www.netflix.com/watch/70251537,https://www.imdb.com/title/tt1939659,A misfit teenager gets back at the classmates whove bullied her by unleashing her newfound supernatural powers and creating havoc at the prom.,133495.0,https://occ-0-768-769.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABc7N4ot3cNXEM64Kwv7-AD8H7rROUUSJubyLtJcKvJIIA9dJHSv-AmjPIiHXkHXLWSo1yXgz2lScW99aV0YWcJmm7A.jpg?r=cbc,https://images-na.ssl-images-amazon.com/images/M/MV5BODg2MDU2MjYxNl5BMl5BanBnXkFtZTcwMDQ5MzU0OQ@@._V1_SX300.jpg,https://www.youtube.com/watch?v=LxwPUSWRaJo,YouTube
The Twilight Saga: Eclipse,"Action, Adventure, Drama, Fantasy, Romance, Thriller","Dramas,Romantic Dramas,Romantic Favourites,Dramas based on a book,Teen Dramas,Romantic Films,Dramas based on contemporary literature,Teen Movies,Movies Based on Books,US Movies",English,Movie,2.6,"Canada,Japan,Switzerland,United Kingdom,South Korea,Hong Kong,Thailand,Germany,Italy,Australia,Greece,Malaysia,Sweden,Belgium,Netherlands,Turkey,Mexico,Argentina,Brazil,Colombia,Spain",> 2 hrs,David Slade,"Melissa Rosenberg, Stephenie Meyer","Robert Pattinson, Billy Burke, Xavier Samuel, Kristen Stewart",PG-13,5.0,48.0,58.0,22.0,34.0,300531751.0,2010-06-30,2015-04-14,Temple Hill,https://www.netflix.com/watch/70115878,https://www.imdb.com/title/tt1325004,"With a bloodthirsty enemy on a quest for revenge, Bella must reconcile her love for vampire Edward and her growing feelings for werewolf Jacob.",228793.0,https://occ-0-2773-2774.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABXAmJUjtIUdTcOhJkuVdDLhNCGGZ2Gtwwejq7y441g-7hcXGlYbQHh-yck89loseVQOKnNXrHymwVlbcGzwi_z9-jA.jpg?r=839,https://images-na.ssl-images-amazon.com/images/M/MV5BNDMwNjAzNzYwOF5BMl5BanBnXkFtZTcwMDY5NzcyMw@@._V1_SX300.jpg,https://www.youtube.com/watch?v=hZxJzhIPTTg,YouTube
The Twilight Saga: New Moon,"Adventure, Drama, Fantasy, Romance","Dramas,Romantic Dramas,Dramas based on a book,Teen Dramas,Romantic Films,Dramas based on contemporary literature,Teen Movies,Movies Based on Books,Romantic Favorites,US Movies","English, Italian",Movie,2.0,"Canada,Switzerland,United Kingdom,South Korea,Hong Kong,Japan,Thailand,Germany,Italy,Australia,Greece,Malaysia,Sweden,Belgium,Netherlands,Turkey,Mexico,Argentina,Brazil,Colombia,Spain",> 2 hrs,Chris Weitz,"Melissa Rosenberg, Stephenie Meyer","Christina Jastrzembska, Robert Pattinson, Billy Burke, Kristen Stewart",PG-13,4.7,28.0,44.0,20.0,24.0,297816253.0,2009-11-20,2015-04-14,"Summit Entertainment, Temple Hill",https://www.netflix.com/watch/70113010,https://www.imdb.com/title/tt1259571,"Still reeling from the departure of vampire Edward Cullen, a heartbroken Bella Swan finds comfort in her friendship with werewolf Jacob Black.",266350.0,https://occ-0-2773-2774.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABWyCCTx8xi7upX2r2Dvmn_VDTSaxT1IyJe1l7_ZcHnb4Ht1lM8NIBbiobkuC01WK19l8_5Psdr6DP42qpMMJkYqUjg.jpg?r=135,https://images-na.ssl-images-amazon.com/images/M/MV5BMTI3MjE3NDIxNF5BMl5BanBnXkFtZTcwODM3NTY5Mg@@._V1_SX300.jpg,https://www.youtube.com/watch?v=BNi-ebCWXos,YouTube
Twilight,"Drama, Fantasy, Romance","Romantic Dramas,Dramas,Dramas based on a book,Romantic Films,Action & Adventure,Teen Movies,Movies Based on Books,Romantic Favorites,US Movies",English,Movie,2.6,"Canada,Switzerland,United Kingdom,South Korea,Hong Kong,Japan,Thailand,Germany,Italy,Australia,Greece,Malaysia,Sweden,Belgium,Netherlands,Turkey,Mexico,Argentina,Brazil,Colombia,Spain",> 2 hrs,Catherine Hardwicke,"Melissa Rosenberg, Stephenie Meyer","Matt Bushell, Billy Burke, Sarah Clarke, Kristen Stewart",PG-13,5.2,49.0,56.0,29.0,15.0,193962473.0,2008-11-21,2015-04-14,Temple Hill,https://www.netflix.com/watch/70099113,https://www.imdb.com/title/tt1099212,"When Bella Swan moves in with her father, she starts school and meets Edward, a mysterious classmate who reveals himself to be a 108-year-old vampire.",427774.0,https://occ-0-2773-2774.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABQzQI9-SjfrxMUlQucnu5hIbVoxFRtbPFZR36VpFgy7-lnW1oPTPhf8vrBshZ3O8tJBpSdyKB1S1kHTGV4E32bd75g.jpg?r=47b,https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ2NzUxMTAxN15BMl5BanBnXkFtZTcwMzEyMTIwMg@@._V1_SX300.jpg,https://www.youtube.com/watch?v=uxjNDE2fMjI,YouTube
